,Cluster_ID,SAT,Top10,Accept,SFRatio,Expenses,GradRate
0,0,1270.0,79.72727272727273,37.54545454545455,12.545454545454545,23529.636363636364,87.81818181818181
1,1,1362.7777777777778,90.55555555555556,24.333333333333332,9.666666666666666,41176.88888888889,92.22222222222223
2,2,1085.2,44.0,69.6,18.6,11056.4,74.4
